work_order_id,created_at,completed_at,category,priority,site,technician,resolution_hours,sla_target_hours,sla_met,downtime_hours,labor_cost,material_cost,total_cost,month
WO-00825,2026-02-27 16:00:00,2026-02-28 11:26:43.474540717,HVAC,Low,Production B,Tech D,19.4,72,1,0.4,766.09,160.81,981.31,2026-02
WO-00826,2026-06-27 10:00:00,2026-06-28 09:34:26.105219008,Plumbing,Low,Production B,Tech A,23.6,72,1,2.0,1026.65,22.14,1343.47,2026-06
WO-00827,2026-02-07 23:00:00,2026-02-08 05:01:16.856227306,Controls,High,Utility Room,Tech D,6.0,24,1,0.0,201.21,118.63,319.84,2026-02
WO-00828,2026-03-16 09:00:00,2026-03-16 12:38:30.235957414,HVAC,Critical,Office,Tech A,3.6,8,1,1.8,132.48,331.14,732.94,2026-03
WO-00829,2026-01-30 03:00:00,2026-01-31 16:29:15.108335121,Mechanical,Low,Office,Tech C,37.5,72,1,1.2,1327.91,0.62,1512.96,2026-01
WO-00830,2026-02-18 18:00:00,2026-02-21 17:46:41.503357155,Plumbing,Low,Production A,Tech D,71.8,72,1,3.9,3187.23,23.38,3793.97,2026-02
WO-00831,2026-02-16 23:00:00,2026-02-17 07:13:34.580297068,Electrical,High,Warehouse,Tech C,8.2,24,1,0.7,326.62,276.85,706.73,2026-02
WO-00832,2026-05-15 07:00:00,2026-05-16 03:19:50.494532307,HVAC,Low,Office,Tech B,20.3,72,1,1.3,746.12,0.0,938.59,2026-05
WO-00833,2026-06-20 23:00:00,2026-06-21 23:53:53.061964255,HVAC,Low,Production B,Tech C,24.9,72,1,1.5,896.26,0.0,1123.26,2026-06
WO-00834,2026-05-22 20:00:00,2026-05-24 00:12:42.781652183,Plumbing,Low,Production B,Tech B,28.2,72,1,2.0,1445.04,179.39,1918.11,2026-05
WO-00835,2026-05-19 11:00:00,2026-05-21 16:44:01.446743899,Mechanical,Low,Production A,Tech B,53.7,72,1,3.7,2495.36,143.16,3192.31,2026-05
WO-00836,2026-03-22 15:00:00,2026-03-24 01:29:22.877131613,Plumbing,Low,Production B,Tech E,34.5,72,1,0.9,1372.08,16.73,1520.63,2026-03
WO-00837,2026-04-21 02:00:00,2026-04-21 21:34:44.969720234,HVAC,Low,Utility Room,Tech A,19.6,72,1,0.5,844.88,131.94,1045.11,2026-04
WO-00838,2026-03-03 00:00:00,2026-03-04 12:07:19.166021375,Plumbing,Low,Production A,Tech C,36.1,72,1,2.4,1812.08,111.02,2284.14,2026-03
WO-00839,2026-04-25 15:00:00,2026-04-26 08:40:49.853690951,HVAC,Low,Warehouse,Tech B,17.7,72,1,0.3,798.79,261.83,1098.78,2026-04
WO-00840,2026-06-17 12:00:00,2026-06-18 10:56:27.090542724,HVAC,Medium,Production B,Tech A,22.9,48,1,1.4,1056.41,252.34,1522.82,2026-06
WO-00841,2026-02-27 14:00:00,2026-02-27 16:22:44.012607019,General Maintenance,Critical,Production A,Tech D,2.4,8,1,1.8,98.15,105.3,468.53,2026-02
WO-00842,2026-06-25 01:00:00,2026-06-25 20:20:59.722720071,HVAC,High,Production A,Tech D,19.3,24,1,5.4,792.79,0.0,1606.98,2026-06
WO-00843,2026-04-08 21:00:00,2026-04-09 09:54:33.536134714,Plumbing,Medium,Warehouse,Tech D,12.9,48,1,0.4,588.91,35.3,690.54,2026-04
WO-00844,2026-01-29 05:00:00,2026-02-01 04:46:13.515735360,HVAC,Medium,Utility Room,Tech D,71.8,48,0,3.9,2205.56,177.56,2971.85,2026-01
WO-00845,2026-05-02 13:00:00,2026-05-02 18:02:52.944001150,Mechanical,High,Warehouse,Tech B,5.0,24,1,2.1,264.66,248.99,829.02,2026-05
WO-00846,2026-04-18 03:00:00,2026-04-18 04:11:39.234237242,HVAC,Critical,Production A,Tech A,1.2,8,1,0.0,46.05,314.2,360.25,2026-04
WO-00847,2026-01-09 21:00:00,2026-01-09 21:43:59.744966520,General Maintenance,Critical,Warehouse,Tech C,0.7,8,1,0.0,36.37,57.6,93.97,2026-01
WO-00848,2026-05-16 00:00:00,2026-05-17 12:24:20.972207354,Controls,Medium,Office,Tech B,36.4,48,1,0.9,1541.18,49.84,1733.13,2026-05
WO-00849,2026-04-28 13:00:00,2026-04-30 12:40:25.174019461,HVAC,Medium,Office,Tech E,47.7,48,1,1.7,2026.44,308.62,2594.0,2026-04
WO-00850,2026-05-12 08:00:00,2026-05-13 07:25:53.849585403,HVAC,Medium,Production B,Tech A,23.4,48,1,1.5,976.82,0.0,1200.8,2026-05
WO-00851,2026-04-04 06:00:00,2026-04-04 14:06:58.371734276,Mechanical,Medium,Warehouse,Tech D,8.1,48,1,0.0,290.1,123.23,413.78,2026-04
WO-00852,2026-03-04 21:00:00,2026-03-05 09:21:37.588675372,Electrical,High,Production A,Tech B,12.4,24,1,1.3,533.45,231.32,961.41,2026-03
WO-00853,2026-02-19 21:00:00,2026-02-21 06:57:52.972519250,Electrical,Medium,Production A,Tech C,34.0,48,1,1.8,1555.95,283.78,2107.99,2026-02
WO-00854,2026-02-16 19:00:00,2026-02-16 20:53:43.039666637,Controls,High,Production B,Tech B,1.9,24,1,1.0,54.72,299.33,509.45,2026-02
WO-00855,2026-06-13 02:00:00,2026-06-13 18:02:02.063272281,Mechanical,Low,Production B,Tech D,16.0,72,1,0.7,586.4,320.07,1007.01,2026-06
WO-00856,2026-01-18 08:00:00,2026-01-19 11:56:00.894674797,Plumbing,Low,Production A,Tech E,27.9,72,1,1.4,944.15,109.21,1269.84,2026-01
WO-00857,2026-04-18 04:00:00,2026-04-21 23:18:30.000950710,HVAC,Low,Utility Room,Tech A,91.3,72,0,4.7,3906.06,283.84,4891.66,2026-04
WO-00858,2026-05-27 14:00:00,2026-05-27 17:44:38.281196271,HVAC,Medium,Production A,Tech E,3.7,48,1,0.8,164.29,107.04,388.96,2026-05
WO-00859,2026-06-05 01:00:00,2026-06-06 10:02:51.593938786,Electrical,Medium,Production A,Tech B,33.0,48,1,1.5,1673.46,180.21,2072.71,2026-06
WO-00860,2026-04-09 05:00:00,2026-04-10 00:09:07.513703432,HVAC,Medium,Warehouse,Tech E,19.2,48,1,0.9,792.13,141.9,1063.11,2026-04
WO-00861,2026-02-13 13:00:00,2026-02-14 20:29:47.235637972,Plumbing,Medium,Utility Room,Tech E,31.5,48,1,2.0,1295.36,123.81,1713.24,2026-02
WO-00862,2026-03-25 20:00:00,2026-03-26 10:44:17.478527144,Mechanical,Low,Production A,Tech C,14.7,72,1,0.5,552.8,171.08,804.92,2026-03
WO-00863,2026-04-23 06:00:00,2026-04-24 21:37:11.697167763,Controls,Low,Production A,Tech E,39.6,72,1,1.9,1703.49,141.17,2125.88,2026-04
WO-00864,2026-04-09 05:00:00,2026-04-12 05:34:04.755264910,HVAC,Medium,Warehouse,Tech B,72.6,48,0,4.1,2526.2,220.39,3366.21,2026-04
WO-00865,2026-04-14 01:00:00,2026-04-14 13:37:52.134128076,Electrical,Low,Production B,Tech E,12.6,72,1,0.4,531.15,118.22,714.13,2026-04
WO-00866,2026-05-27 16:00:00,2026-05-28 15:50:08.573475066,HVAC,High,Production A,Tech E,23.8,24,1,5.3,921.13,324.85,2035.82,2026-05
WO-00867,2026-03-27 04:00:00,2026-03-27 22:28:43.531481414,General Maintenance,Medium,Production B,Tech A,18.5,48,1,1.5,791.88,83.37,1101.9,2026-03
WO-00868,2026-03-29 04:00:00,2026-03-29 23:35:41.894336878,HVAC,Low,Warehouse,Tech E,19.6,72,1,1.4,878.92,327.54,1417.19,2026-03
WO-00869,2026-01-24 16:00:00,2026-01-26 05:42:28.270938233,Electrical,Low,Office,Tech E,37.7,72,1,2.6,989.4,168.84,1552.37,2026-01
WO-00870,2026-05-10 01:00:00,2026-05-11 13:50:00.168229996,Electrical,Low,Production B,Tech E,36.8,72,1,0.9,1735.07,156.29,2030.97,2026-05
WO-00871,2026-03-03 13:00:00,2026-03-06 07:14:14.709256177,Plumbing,Low,Production A,Tech A,66.2,72,1,4.4,3253.91,129.1,4040.36,2026-03
WO-00872,2026-04-05 00:00:00,2026-04-05 11:19:45.691992060,Controls,High,Utility Room,Tech D,11.3,24,1,0.0,401.59,199.26,600.85,2026-04
WO-00873,2026-06-15 18:00:00,2026-06-18 05:25:07.393968732,Electrical,Low,Production A,Tech E,59.4,72,1,3.5,2281.44,64.83,2876.1,2026-06
WO-00874,2026-06-01 18:00:00,2026-06-02 00:35:14.893393000,Controls,Medium,Production B,Tech A,6.6,48,1,0.2,255.09,244.69,525.82,2026-06
WO-00875,2026-03-03 07:00:00,2026-03-03 17:22:33.443680129,HVAC,High,Office,Tech C,10.4,24,1,0.2,422.94,186.87,638.21,2026-03
WO-00876,2026-06-08 15:00:00,2026-06-09 10:45:59.632099152,Plumbing,Medium,Production A,Tech B,19.8,48,1,1.0,637.92,56.59,840.22,2026-06
WO-00877,2026-01-01 05:00:00,2026-01-01 08:07:00.343707694,General Maintenance,Critical,Utility Room,Tech B,3.1,8,1,0.5,148.65,66.73,288.83,2026-01
WO-00878,2026-06-12 19:00:00,2026-06-13 18:56:32.609996105,HVAC,High,Utility Room,Tech B,23.9,24,1,4.8,1039.88,254.88,2010.02,2026-06
WO-00879,2026-03-30 17:00:00,2026-03-31 00:28:11.990982556,HVAC,Medium,Utility Room,Tech E,7.5,48,1,0.2,241.4,130.37,405.38,2026-03
WO-00880,2026-02-22 19:00:00,2026-02-23 14:11:56.070775387,Plumbing,Low,Production A,Tech C,19.2,72,1,0.9,809.76,175.34,1126.52,2026-02
WO-00881,2026-06-15 07:00:00,2026-06-16 11:53:51.086981715,Electrical,Medium,Warehouse,Tech A,28.9,48,1,0.7,1245.95,235.2,1591.43,2026-06
WO-00882,2026-04-28 23:00:00,2026-05-01 11:48:37.933227569,HVAC,Low,Production B,Tech B,60.8,72,1,3.5,2771.84,269.07,3566.93,2026-04
WO-00883,2026-04-10 00:00:00,2026-04-11 05:47:37.858485448,Mechanical,Low,Production B,Tech E,29.8,72,1,1.1,1455.91,312.39,1932.14,2026-04
WO-00884,2026-03-26 23:00:00,2026-03-28 19:16:55.383066326,Controls,Medium,Production B,Tech A,44.3,48,1,2.6,1868.28,34.8,2293.58,2026-03
WO-00885,2026-06-25 14:00:00,2026-06-28 13:33:00.312996271,Plumbing,Medium,Office,Tech C,71.6,48,0,3.8,2768.13,132.87,3465.8,2026-06
WO-00886,2026-05-11 12:00:00,2026-05-11 18:05:48.570002285,Mechanical,High,Utility Room,Tech D,6.1,24,1,0.0,232.13,167.33,399.46,2026-05
WO-00887,2026-03-25 04:00:00,2026-03-26 08:27:52.314336181,Plumbing,Low,Utility Room,Tech D,28.5,72,1,2.2,1331.06,40.06,1694.67,2026-03
WO-00888,2026-06-24 13:00:00,2026-06-24 23:07:25.743131475,HVAC,High,Production A,Tech C,10.1,24,1,5.2,371.91,176.06,1325.03,2026-06
WO-00889,2026-02-07 09:00:00,2026-02-08 12:02:09.766072652,Mechanical,Low,Office,Tech A,27.0,72,1,1.6,1075.23,197.73,1520.14,2026-02
WO-00890,2026-03-08 16:00:00,2026-03-09 13:50:11.763817610,Mechanical,Medium,Office,Tech A,21.8,48,1,1.3,1155.62,331.25,1689.35,2026-03
WO-00891,2026-04-09 21:00:00,2026-04-10 21:13:59.694889907,Plumbing,Low,Production B,Tech E,24.2,72,1,1.8,1105.98,149.24,1518.05,2026-04
WO-00892,2026-04-02 06:00:00,2026-04-03 09:56:06.325790191,Mechanical,Medium,Production B,Tech A,27.9,48,1,2.0,1679.04,174.8,2154.6,2026-04
WO-00893,2026-01-06 03:00:00,2026-01-06 15:07:46.858436386,Plumbing,Low,Production B,Tech E,12.1,72,1,0.8,515.37,101.27,737.32,2026-01
WO-00894,2026-03-04 06:00:00,2026-03-04 18:38:24.680450626,HVAC,Medium,Production A,Tech E,12.6,48,1,0.4,519.48,0.0,579.35,2026-03
WO-00895,2026-06-10 18:00:00,2026-06-11 23:40:42.493087577,HVAC,Low,Production A,Tech E,29.7,72,1,1.1,1416.58,0.0,1577.46,2026-06
WO-00896,2026-01-26 13:00:00,2026-01-27 12:25:46.298469596,Mechanical,Medium,Warehouse,Tech A,23.4,48,1,0.7,812.28,223.32,1143.6,2026-01
WO-00897,2026-02-01 15:00:00,2026-02-03 18:59:52.548886353,Mechanical,Low,Warehouse,Tech D,52.0,72,1,3.2,1867.0,239.45,2580.72,2026-02
WO-00898,2026-03-03 13:00:00,2026-03-04 01:28:52.195975981,Mechanical,Low,Production B,Tech B,12.5,72,1,0.8,531.77,161.76,809.18,2026-03
WO-00899,2026-05-14 02:00:00,2026-05-16 13:58:17.577530080,HVAC,Low,Warehouse,Tech B,60.0,72,1,3.6,1866.57,40.98,2449.05,2026-05
WO-00900,2026-06-11 23:00:00,2026-06-12 06:38:18.584421638,Electrical,Medium,Production B,Tech C,7.6,48,1,1.2,311.22,76.94,565.19,2026-06
WO-00901,2026-02-24 11:00:00,2026-02-24 14:56:08.302267241,HVAC,High,Warehouse,Tech B,3.9,24,1,1.8,201.89,199.51,669.92,2026-02
WO-00902,2026-05-28 12:00:00,2026-05-28 17:59:35.494367456,Controls,High,Utility Room,Tech A,6.0,24,1,2.1,244.03,277.93,830.45,2026-05
WO-00903,2026-02-02 15:00:00,2026-02-04 06:14:24.302491543,Plumbing,Medium,Warehouse,Tech E,39.2,48,1,1.7,1547.84,99.09,1900.65,2026-02
WO-00904,2026-05-08 18:00:00,2026-05-08 18:30:00.000000000,Controls,Low,Production A,Tech B,0.5,72,1,0.0,21.92,145.89,169.58,2026-05
WO-00905,2026-04-08 10:00:00,2026-04-10 02:24:21.078002647,General Maintenance,Low,Production A,Tech D,40.4,72,1,1.9,1131.63,78.36,1501.23,2026-04
WO-00906,2026-06-21 17:00:00,2026-06-24 20:06:26.051309932,Mechanical,Low,Utility Room,Tech C,75.1,72,0,4.1,2096.1,273.6,2991.71,2026-06
WO-00907,2026-03-14 19:00:00,2026-03-14 23:37:20.439429168,Electrical,Medium,Production B,Tech D,4.6,48,1,0.9,195.12,187.75,516.82,2026-03
WO-00908,2026-04-03 04:00:00,2026-04-03 13:31:32.484313802,HVAC,Critical,Production B,Tech C,9.5,8,0,0.0,376.99,354.79,731.78,2026-04
WO-00909,2026-03-27 05:00:00,2026-03-28 00:52:38.901332129,Plumbing,Medium,Production B,Tech E,19.9,48,1,0.3,925.81,141.65,1105.47,2026-03
WO-00910,2026-02-18 12:00:00,2026-02-19 08:28:42.111985009,HVAC,Low,Warehouse,Tech B,20.5,72,1,0.7,798.53,0.0,899.81,2026-02
WO-00911,2026-01-27 12:00:00,2026-01-30 22:31:03.452529154,HVAC,Low,Production A,Tech E,82.5,72,0,4.7,3166.13,33.73,3902.31,2026-01
WO-00912,2026-03-02 12:00:00,2026-03-02 21:42:02.636780336,General Maintenance,Medium,Utility Room,Tech D,9.7,48,1,0.9,422.96,75.18,629.12,2026-03
WO-00913,2026-01-29 00:00:00,2026-01-29 03:08:35.171249214,HVAC,High,Production A,Tech D,3.1,24,1,0.0,115.86,0.0,115.86,2026-01
WO-00914,2026-04-12 15:00:00,2026-04-13 15:44:15.203493882,HVAC,Medium,Warehouse,Tech B,24.7,48,1,1.7,901.37,327.88,1488.53,2026-04
WO-00915,2026-06-22 12:00:00,2026-06-26 18:30:00.615229692,Controls,Medium,Production A,Tech B,102.5,48,0,5.6,4111.52,106.24,5051.12,2026-06
WO-00916,2026-05-23 12:00:00,2026-05-23 20:04:02.532333131,HVAC,Low,Production B,Tech E,8.1,72,1,0.3,302.75,240.22,584.58,2026-05
WO-00917,2026-06-17 17:00:00,2026-06-18 00:29:01.659682731,Mechanical,High,Production B,Tech A,7.5,24,1,2.7,361.5,93.48,864.14,2026-06
WO-00918,2026-02-28 00:00:00,2026-03-01 21:19:55.018914466,Mechanical,Low,Office,Tech C,45.3,72,1,2.2,1938.44,16.17,2284.53,2026-02
WO-00919,2026-01-09 00:00:00,2026-01-10 10:51:07.058513882,Mechanical,Medium,Production B,Tech C,34.9,48,1,1.4,1547.91,66.41,1820.02,2026-01
WO-00920,2026-03-25 10:00:00,2026-03-25 20:50:17.158509629,HVAC,High,Production A,Tech B,10.8,24,1,3.1,410.33,162.13,1040.82,2026-03
WO-00921,2026-04-30 08:00:00,2026-05-01 04:48:54.690119488,Mechanical,Low,Warehouse,Tech E,20.8,72,1,0.9,1018.66,0.0,1154.5,2026-04
WO-00922,2026-04-01 20:00:00,2026-04-02 19:45:11.216520840,HVAC,Low,Production A,Tech A,23.8,72,1,1.1,1097.84,138.38,1407.63,2026-04
WO-00923,2026-01-16 05:00:00,2026-01-16 06:21:23.441659832,Plumbing,Critical,Office,Tech E,1.4,8,1,0.0,54.05,202.84,256.88,2026-01
WO-00924,2026-04-17 03:00:00,2026-04-18 01:15:29.283132416,Electrical,Medium,Office,Tech E,22.3,48,1,1.4,1265.81,145.7,1624.25,2026-04
WO-00925,2026-03-05 01:00:00,2026-03-05 19:01:27.444701006,Controls,Medium,Warehouse,Tech C,18.0,48,1,1.1,692.67,0.0,853.54,2026-03
WO-00926,2026-03-01 10:00:00,2026-03-03 05:18:21.372979011,HVAC,Low,Production B,Tech E,43.3,72,1,2.5,1736.54,146.78,2253.3,2026-03
WO-00927,2026-06-21 10:00:00,2026-06-21 14:52:49.310506696,Electrical,High,Office,Tech A,4.9,24,1,0.0,233.05,169.19,402.24,2026-06
WO-00928,2026-06-09 15:00:00,2026-06-10 06:56:15.791646753,General Maintenance,Low,Production B,Tech D,15.9,72,1,0.5,800.7,105.48,988.58,2026-06
WO-00929,2026-05-20 09:00:00,2026-05-20 22:27:59.242724949,Plumbing,High,Warehouse,Tech E,13.5,24,1,2.6,572.99,157.58,1113.3,2026-05
WO-00930,2026-05-19 02:00:00,2026-05-19 12:28:39.247152846,Mechanical,Medium,Warehouse,Tech E,10.5,48,1,1.0,443.03,251.35,847.55,2026-05
WO-00931,2026-05-15 22:00:00,2026-05-18 17:57:30.621821807,Controls,Low,Production B,Tech A,68.0,72,1,3.5,2699.97,215.66,3439.41,2026-05
WO-00932,2026-03-17 01:00:00,2026-03-18 08:51:08.059971123,HVAC,Medium,Production B,Tech C,31.9,48,1,1.1,1572.62,212.56,1947.62,2026-03
WO-00933,2026-06-01 03:00:00,2026-06-01 04:43:10.336122363,HVAC,Critical,Production A,Tech B,1.7,8,1,0.5,72.31,109.83,258.93,2026-06
WO-00934,2026-04-25 10:00:00,2026-04-26 00:49:24.662933139,Plumbing,Medium,Production B,Tech E,14.8,48,1,0.6,521.8,58.45,674.5,2026-04
WO-00935,2026-01-29 05:00:00,2026-01-29 17:36:48.550819749,General Maintenance,Low,Production B,Tech B,12.6,72,1,0.7,457.43,101.03,663.05,2026-01
WO-00936,2026-05-18 14:00:00,2026-05-19 22:39:33.826151052,HVAC,Low,Warehouse,Tech D,32.7,72,1,0.3,1291.76,133.56,1474.07,2026-05
WO-00937,2026-06-03 20:00:00,2026-06-04 15:40:26.473056706,HVAC,Medium,Production A,Tech D,19.7,48,1,1.1,643.89,217.37,1018.82,2026-06
WO-00938,2026-04-15 06:00:00,2026-04-16 13:48:37.978276963,Electrical,Medium,Office,Tech D,31.8,48,1,1.4,1751.66,271.97,2231.05,2026-04
WO-00939,2026-05-21 15:00:00,2026-05-22 10:49:42.089929584,HVAC,Low,Production A,Tech B,19.8,72,1,1.2,684.74,193.52,1053.55,2026-05
WO-00940,2026-02-28 02:00:00,2026-02-28 05:01:42.041213219,Controls,Critical,Production A,Tech D,3.0,8,1,0.0,134.56,108.83,243.39,2026-02
WO-00941,2026-01-06 15:00:00,2026-01-06 16:38:36.393652791,Plumbing,Critical,Production B,Tech A,1.6,8,1,1.1,70.83,80.91,310.21,2026-01
WO-00942,2026-03-09 02:00:00,2026-03-09 17:21:22.208241853,Electrical,High,Production B,Tech A,15.4,24,1,3.7,682.62,114.62,1350.59,2026-03
WO-00943,2026-01-01 22:00:00,2026-01-02 01:35:38.890110892,Electrical,Critical,Production A,Tech D,3.6,8,1,1.0,205.39,151.3,508.88,2026-01
WO-00944,2026-04-22 12:00:00,2026-04-22 20:31:40.420891169,Controls,High,Production B,Tech B,8.5,24,1,1.4,440.01,54.19,703.24,2026-04
WO-00945,2026-02-10 12:00:00,2026-02-10 22:21:29.361532041,HVAC,Medium,Production B,Tech C,10.4,48,1,0.6,469.31,170.85,723.52,2026-02
WO-00946,2026-02-08 18:00:00,2026-02-09 04:39:00.661735734,HVAC,Critical,Production A,Tech B,10.7,8,0,1.2,429.95,100.86,705.69,2026-02
WO-00947,2026-01-18 11:00:00,2026-01-18 17:07:05.523165796,HVAC,High,Office,Tech B,6.1,24,1,1.0,242.15,150.89,539.91,2026-01
WO-00948,2026-01-13 01:00:00,2026-01-13 20:28:27.126229102,Electrical,Low,Production A,Tech B,19.5,72,1,1.5,897.4,155.82,1284.45,2026-01
WO-00949,2026-04-19 15:00:00,2026-04-19 23:34:41.996828554,HVAC,Low,Utility Room,Tech D,8.6,72,1,0.2,398.3,92.01,514.29,2026-04
WO-00950,2026-04-09 01:00:00,2026-04-10 14:57:43.414625702,HVAC,Low,Production A,Tech B,38.0,72,1,2.1,1673.34,367.1,2354.36,2026-04
WO-00951,2026-02-20 05:00:00,2026-02-21 22:13:30.050727379,HVAC,Medium,Warehouse,Tech C,41.2,48,1,2.2,1650.53,284.88,2264.29,2026-02
WO-00952,2026-06-22 13:00:00,2026-06-23 05:14:45.384919163,Plumbing,Medium,Production A,Tech D,16.2,48,1,0.0,664.6,95.23,759.84,2026-06
WO-00953,2026-04-13 00:00:00,2026-04-13 06:27:33.274016405,Plumbing,Medium,Office,Tech E,6.5,48,1,0.0,243.0,0.0,247.02,2026-04
WO-00954,2026-03-10 10:00:00,2026-03-12 17:57:15.377229039,Controls,Low,Utility Room,Tech C,56.0,72,1,2.8,2322.87,186.98,2931.49,2026-03
WO-00955,2026-04-09 16:00:00,2026-04-10 05:39:43.623069064,Plumbing,Low,Office,Tech A,13.7,72,1,0.3,643.32,174.76,869.77,2026-04
WO-00956,2026-03-29 05:00:00,2026-03-29 15:53:51.592552500,Controls,High,Warehouse,Tech C,10.9,24,1,3.7,500.27,247.83,1296.37,2026-03
WO-00957,2026-04-10 03:00:00,2026-04-10 09:16:23.498333013,General Maintenance,High,Production B,Tech E,6.3,24,1,0.6,238.99,0.0,333.73,2026-04
WO-00958,2026-01-11 18:00:00,2026-01-13 06:07:59.616540361,HVAC,Medium,Production A,Tech A,36.1,48,1,1.9,1434.11,228.1,1946.07,2026-01
WO-00959,2026-02-04 19:00:00,2026-02-04 20:43:24.299983193,HVAC,Medium,Office,Tech D,1.7,48,1,0.0,75.85,199.83,275.68,2026-02
WO-00960,2026-05-01 17:00:00,2026-05-02 03:30:37.109858186,Electrical,High,Office,Tech E,10.5,24,1,3.1,507.53,0.0,975.86,2026-05
WO-00961,2026-01-03 03:00:00,2026-01-04 11:30:25.537267244,Controls,Medium,Production B,Tech B,32.5,48,1,0.9,1350.98,248.13,1732.6,2026-01
WO-00962,2026-03-12 21:00:00,2026-03-13 07:35:22.594797135,Plumbing,High,Office,Tech A,10.6,24,1,1.7,390.98,11.33,650.45,2026-03
WO-00963,2026-05-27 05:00:00,2026-05-27 09:25:53.974912592,HVAC,Critical,Production A,Tech A,4.4,8,1,0.0,164.0,211.85,375.85,2026-05
WO-00964,2026-03-15 19:00:00,2026-03-17 08:38:53.243461928,Electrical,Medium,Production A,Tech A,37.6,48,1,2.5,1397.42,48.05,1816.73,2026-03
WO-00965,2026-04-06 15:00:00,2026-04-07 05:14:53.933796358,Mechanical,Medium,Production B,Tech A,14.2,48,1,0.6,735.99,129.73,955.48,2026-04
WO-00966,2026-04-30 08:00:00,2026-05-01 05:45:04.528448506,Mechanical,Low,Utility Room,Tech A,21.8,72,1,0.9,850.01,38.57,1025.99,2026-04
WO-00967,2026-06-05 19:00:00,2026-06-06 16:39:36.430721045,Mechanical,Medium,Production B,Tech D,21.7,48,1,1.6,1137.59,110.32,1492.41,2026-06
WO-00968,2026-02-03 20:00:00,2026-02-04 02:06:41.590962521,HVAC,Critical,Office,Tech C,6.1,8,1,0.9,258.45,290.91,681.4,2026-02
WO-00969,2026-02-26 06:00:00,2026-02-27 03:22:59.459326954,Controls,Medium,Warehouse,Tech B,21.4,48,1,1.2,711.04,0.0,895.24,2026-02
WO-00970,2026-04-17 15:00:00,2026-04-18 08:15:03.094017979,Mechanical,High,Production A,Tech E,17.3,24,1,0.9,619.27,175.24,928.28,2026-04
WO-00971,2026-04-12 17:00:00,2026-04-13 11:34:36.564117500,General Maintenance,Medium,Production B,Tech C,18.6,48,1,1.1,912.79,87.96,1163.18,2026-04
WO-00972,2026-02-10 21:00:00,2026-02-11 20:26:41.517478186,HVAC,Medium,Office,Tech C,23.4,48,1,1.5,909.33,330.54,1462.71,2026-02
WO-00973,2026-02-16 17:00:00,2026-02-16 20:50:08.631656364,Mechanical,High,Production B,Tech E,3.8,24,1,0.4,155.55,134.97,352.61,2026-02
WO-00974,2026-01-18 17:00:00,2026-01-19 14:26:39.885253015,HVAC,Medium,Production B,Tech B,21.4,48,1,0.2,751.63,89.8,875.97,2026-01
WO-00975,2026-02-12 09:00:00,2026-02-15 00:19:38.508955467,Electrical,Low,Production B,Tech C,63.3,72,1,3.1,2920.06,211.2,3601.54,2026-02
WO-00976,2026-03-20 07:00:00,2026-03-21 09:19:51.276283153,Plumbing,Medium,Warehouse,Tech A,26.3,48,1,0.4,1086.86,203.0,1343.9,2026-03
WO-00977,2026-04-12 13:00:00,2026-04-12 18:02:02.384292681,HVAC,Medium,Production A,Tech E,5.0,48,1,0.5,223.29,0.0,293.58,2026-04
WO-00978,2026-05-16 05:00:00,2026-05-16 08:40:42.695157782,HVAC,Medium,Production A,Tech B,3.7,48,1,0.0,165.52,137.97,303.49,2026-05
WO-00979,2026-03-18 08:00:00,2026-03-20 00:19:46.601476237,Controls,Low,Utility Room,Tech E,40.3,72,1,1.3,1429.02,203.6,1829.31,2026-03
WO-00980,2026-05-15 21:00:00,2026-05-16 06:58:48.057388052,General Maintenance,Medium,Production A,Tech C,10.0,48,1,0.7,446.76,58.37,610.28,2026-05
WO-00981,2026-01-02 23:00:00,2026-01-05 03:46:41.264476884,Mechanical,Low,Production B,Tech D,52.8,72,1,2.3,2625.07,91.51,3065.73,2026-01
WO-00982,2026-04-27 01:00:00,2026-04-27 15:05:31.483131154,HVAC,High,Production A,Tech D,14.1,24,1,2.9,678.29,171.82,1282.81,2026-04
WO-00983,2026-04-16 11:00:00,2026-04-18 08:53:18.112816432,HVAC,Medium,Warehouse,Tech A,45.9,48,1,2.6,1840.47,8.14,2231.58,2026-04
WO-00984,2026-03-22 04:00:00,2026-03-22 13:35:26.585206350,HVAC,Medium,Production B,Tech A,9.6,48,1,0.2,376.57,228.42,632.73,2026-03
WO-00985,2026-04-12 22:00:00,2026-04-13 10:30:56.937634753,General Maintenance,High,Warehouse,Tech B,12.5,24,1,2.3,465.25,89.3,895.74,2026-04
WO-00986,2026-05-15 13:00:00,2026-05-16 15:53:02.850494779,Electrical,Low,Office,Tech A,26.9,72,1,1.0,904.96,216.04,1276.53,2026-05
WO-00987,2026-05-14 19:00:00,2026-05-15 08:25:13.666148359,HVAC,Low,Production B,Tech D,13.4,72,1,0.7,535.9,168.97,805.16,2026-05
WO-00988,2026-01-01 21:00:00,2026-01-03 07:06:08.644918948,HVAC,Medium,Production A,Tech D,34.1,48,1,1.9,1457.93,86.58,1835.12,2026-01
WO-00989,2026-03-05 02:00:00,2026-03-05 12:47:16.078274766,Mechanical,Low,Utility Room,Tech C,10.8,72,1,0.1,516.17,216.44,747.1,2026-03
